date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:40:06	17072/17072	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jul%202018%2012:58:44%20GMT	https://demo.web3canvas.com/themeforest/coindash/admin/dark/table-bootstrap.html	/Users/harshan/websites/final-dashboard/demo.web3canvas.com/themeforest/coindash/admin/dark/table-bootstrap.html	(from https://demo.web3canvas.com/themeforest/coindash/admin/dark/index2.html)
11:40:07	32964/32964	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jul%202018%2012:58:44%20GMT	https://demo.web3canvas.com/themeforest/coindash/admin/dark/table-datatable.html	/Users/harshan/websites/final-dashboard/demo.web3canvas.com/themeforest/coindash/admin/dark/table-datatable.html	(from https://demo.web3canvas.com/themeforest/coindash/admin/dark/index2.html)
11:40:08	21432/21432	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jul%202018%2012:58:51%20GMT	https://demo.web3canvas.com/themeforest/coindash/admin/dark/widget.html	/Users/harshan/websites/final-dashboard/demo.web3canvas.com/themeforest/coindash/admin/dark/widget.html	(from https://demo.web3canvas.com/themeforest/coindash/admin/dark/index2.html)
11:40:09	2221/2221	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jul%202018%2012:58:43%20GMT	https://demo.web3canvas.com/themeforest/coindash/admin/dark/page-login.html	/Users/harshan/websites/final-dashboard/demo.web3canvas.com/themeforest/coindash/admin/dark/page-login.html	(from https://demo.web3canvas.com/themeforest/coindash/admin/dark/index2.html)
11:40:10	2288/2288	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jul%202018%2012:58:43%20GMT	https://demo.web3canvas.com/themeforest/coindash/admin/dark/page-register.html	/Users/harshan/websites/final-dashboard/demo.web3canvas.com/themeforest/coindash/admin/dark/page-register.html	(from https://demo.web3canvas.com/themeforest/coindash/admin/dark/index2.html)
11:40:11	17291/17291	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jul%202018%2012:58:42%20GMT	https://demo.web3canvas.com/themeforest/coindash/admin/dark/page-invoice.html	/Users/harshan/websites/final-dashboard/demo.web3canvas.com/themeforest/coindash/admin/dark/page-invoice.html	(from https://demo.web3canvas.com/themeforest/coindash/admin/dark/index2.html)
11:40:12	1774/1774	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jul%202018%2012:58:40%20GMT	https://demo.web3canvas.com/themeforest/coindash/admin/dark/page-error-400.html	/Users/harshan/websites/final-dashboard/demo.web3canvas.com/themeforest/coindash/admin/dark/page-error-400.html	(from https://demo.web3canvas.com/themeforest/coindash/admin/dark/index2.html)
11:40:13	1776/1776	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jul%202018%2012:58:40%20GMT	https://demo.web3canvas.com/themeforest/coindash/admin/dark/page-error-403.html	/Users/harshan/websites/final-dashboard/demo.web3canvas.com/themeforest/coindash/admin/dark/page-error-403.html	(from https://demo.web3canvas.com/themeforest/coindash/admin/dark/index2.html)
11:40:14	1774/1774	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jul%202018%2012:58:41%20GMT	https://demo.web3canvas.com/themeforest/coindash/admin/dark/page-error-404.html	/Users/harshan/websites/final-dashboard/demo.web3canvas.com/themeforest/coindash/admin/dark/page-error-404.html	(from https://demo.web3canvas.com/themeforest/coindash/admin/dark/index2.html)
11:40:15	1783/1783	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jul%202018%2012:58:41%20GMT	https://demo.web3canvas.com/themeforest/coindash/admin/dark/page-error-500.html	/Users/harshan/websites/final-dashboard/demo.web3canvas.com/themeforest/coindash/admin/dark/page-error-500.html	(from https://demo.web3canvas.com/themeforest/coindash/admin/dark/index2.html)
11:40:16	1799/1799	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jul%202018%2012:58:42%20GMT	https://demo.web3canvas.com/themeforest/coindash/admin/dark/page-error-503.html	/Users/harshan/websites/final-dashboard/demo.web3canvas.com/themeforest/coindash/admin/dark/page-error-503.html	(from https://demo.web3canvas.com/themeforest/coindash/admin/dark/index2.html)
11:40:17	18061/18061	---MCZ	200	added ('OK')	text/html	date:Mon,%2023%20Jul%202018%2012:58:39%20GMT	https://demo.web3canvas.com/themeforest/coindash/admin/dark/map-vector.html	/Users/harshan/websites/final-dashboard/demo.web3canvas.com/themeforest/coindash/admin/dark/map-vector.html	(from https://demo.web3canvas.com/themeforest/coindash/admin/dark/index2.html)
